328	54827	117.15	36.1667	1288	1340	1951	1	1991	12	1070583	3932299
329	54830	118	36.8333	340	388	1951	3	1994	12	1135227	4016489
330	54836	118.15	36.1833	3045	3016	1958	1	2000	12	1157953	3945383
331	54843	119.0833	36.7	441	514	1951	1	2000	12	1231346	4014471
332	54852	120.7	36.9333	305	353	1952	1	2000	12	1367427	4061709
333	54857	120.3333	36.0667	760	772	1961	1	2000	12	1350814	3959926
334	54863	121.1667	36.7667	652	639	1959	1	2000	12	1410774	4049648
335	54868	121.3833	36.2667	705	684	1960	2	1984	12	1438789	3996995
336	54871	122.4333	36.8667	337	341	1953	2	2000	12	1518231	4079475
337	54906	115.4333	35.25	497	508	1954	1	1994	12	930787.1	3812071
338	54909	115.55	35.1	505	517	1995	1	2000	12	942957.2	3796321
339	54916	116.85	35.5667	517	530	1951	1	2000	12	1052350	3861779
340	54929	117.95	35.25	1209	1205	1998	1	2000	12	1154160	3838499
341	54936	118.8333	35.5833	1074	1086	1951	1	2000	12	1227159	3886409
342	54938	118.35	35.05	879	865	1951	1	1997	12	1192627	3820831
343	54945	119.5333	35.3833	161	228	1955	1	2000	12	1292120	3872922
344	54952	120.85	35.8833	445	428	1984	1	1988	8	1399248	3946610
345	55228	80.0833	32.5	42780	42793	1961	1	2000	12	-2280753	3740524
346	55248	84.4167	32.15	44149	44158	1973	1	2000	12	-1898524	3610899
347	55279	90.0167	31.3833	47000	47010	1956	10	2000	12	-1399647	3432915
348	55294	91.1	32.35	48000	48010	1965	11	2000	12	-1283955	3525940
349	55299	92.0667	31.4833	45070	45080	1954	7	2000	12	-1207859	3417131
350	55437	81.25	30.2833	39000	39011	1973	1	2000	12	-2235130	3472118
351	55472	88.6333	30.95	46720	46739	1960	4	2000	12	-1535748	3405253
352	55493	91.1	30.4833	42000	42011	1962	8	2000	12	-1313256	3318029
353	55569	87.6	29.0833	40000	40011	1977	7	2000	12	-1668260	3215509
354	55572	89.1	29.6833	40000	40000	1998	1	2000	12	-1515014	3257752
355	55578	88.8833	29.25	38360	38374	1955	12	2000	12	-1543330	3213158
356	55585	90.1667	29.4333	38094	38109	1973	7	2000	12	-1418330	3214304
357	55589	90.9833	29.3	35550	35550	1998	1	2000	12	-1342885	3188170
358	55591	91.0333	29.7167	36580	36590	1955	1	2000	12	-1331578	3233738
359	55593	91.7333	29.85	38040	38050	1998	1	2000	12	-1263257	3239399
